offers_A,demands_A,offers_B,demands_B,compatibility_percent
"[12, 55, 40, 100, 53, 88, 90, 80]","[74, 40, 77, 22, 58, 22, 66, 100]","[79, 36, 96, 36, 38, 24, 99, 14]","[77, 2, 12, 93, 58, 78, 86, 4]",73.0625
"[56, 17, 13, 24, 54, 76, 14, 8, 34, 14, 28, 58, 18, 51, 17, 86, 67, 3, 69, 7]","[22, 92, 20, 90, 83, 61, 9, 76, 65, 53, 84, 66, 21, 8, 20, 67, 1, 68, 44, 77]","[24, 85, 85, 7, 68, 69, 5, 95, 48, 62, 18, 12, 94, 42, 97, 11, 85, 78, 31, 87]","[93, 100, 52, 75, 10, 67, 78, 1, 80, 12, 2, 68, 57, 64, 55, 55, 51, 65, 51, 43]",65.575
"[64, 42, 16, 29, 65, 5, 98, 83, 92, 15, 88, 15, 8, 27, 55, 91, 99]","[53, 85, 37, 73, 22, 32, 33, 67, 5, 68, 97, 100, 65, 90, 94, 42, 87]","[27, 10, 4, 91, 80, 74, 15, 18, 85, 74, 95, 26, 43, 11, 51, 11, 48]","[19, 55, 89, 50, 51, 31, 92, 83, 79, 72, 93, 63, 29, 84, 55, 34, 83]",65.67647058823529
"[83, 89, 33, 27, 61, 81, 39]","[90, 3, 14, 95, 16, 28, 92]","[9, 20, 18, 64, 39, 56, 24]","[90, 84, 9, 70, 76, 100, 73]",71.5
"[5, 26, 72, 89, 43, 69, 70, 45, 84, 28, 14, 86, 38]","[57, 68, 52, 33, 59, 84, 6, 30, 70, 72, 53, 14, 58]","[13, 86, 100, 59, 88, 71, 65, 53, 33, 33, 47, 16, 85]","[70, 22, 15, 22, 68, 92, 67, 16, 23, 93, 96, 9, 61]",63.38461538461539
"[43, 54, 64, 51, 12, 68, 42, 55, 91, 45, 10, 29, 92, 90, 35]","[63, 14, 42, 89, 61, 79, 76, 8, 40, 76, 36, 67, 72, 81, 16]","[79, 39, 33, 39, 93, 38, 87, 9, 71, 65, 88, 40, 80, 2, 88]","[71, 91, 47, 11, 81, 93, 46, 68, 15, 79, 29, 28, 6, 11, 68]",63.225806451612904
"[95, 89, 38, 37, 71, 3, 50, 9, 3, 83, 5, 87, 44, 20, 4, 68, 80, 72, 99]","[14, 37, 17, 70, 64, 55, 89, 18, 62, 79, 22, 82, 12, 91, 91, 62, 5, 7, 49]","[1, 60, 60, 67, 85, 60, 78, 39, 15, 3, 15, 29, 77, 73, 10, 97, 46, 84, 34]","[9, 49, 71, 52, 97, 68, 44, 72, 84, 69, 11, 50, 5, 21, 17, 60, 92, 73, 37]",66.42743221690588
"[10, 82, 81, 69, 44, 82, 74, 32, 74, 11, 91, 22, 83, 21, 17]","[98, 80, 16, 1, 61, 96, 29, 46, 74, 56, 42, 37, 33, 63, 24]","[72, 19, 94, 86, 15, 42, 46, 57, 93, 24, 67, 79, 80, 78, 94]","[60, 25, 75, 57, 65, 33, 81, 68, 49, 54, 48, 2, 67, 100, 90]",61.16666666666666
"[47, 53, 66, 33]","[10, 93, 14, 24]","[79, 44, 14, 28]","[77, 100, 63, 23]",73.5
"[24, 71, 68, 93, 53, 15, 14, 81, 42, 87]","[21, 96, 65, 44, 81, 22, 76, 51, 11, 83]","[38, 62, 25, 81, 49, 99, 58, 89, 58, 44]","[65, 70, 36, 77, 49, 45, 33, 37, 82, 22]",66.11111111111111
"[43, 52, 21, 18, 10, 39, 81, 20, 44, 77, 2, 38, 13, 10]","[65, 54, 2, 72, 24, 14, 50, 16, 83, 78, 67, 12, 5, 56]","[29, 69, 48, 48, 99, 99, 69, 96, 78, 1, 2, 62, 70, 40]","[29, 39, 53, 42, 30, 11, 84, 58, 66, 14, 24, 56, 1, 62]",63.239538239538234
"[91, 83, 71, 22, 56, 96, 66, 17, 77, 33, 67, 17, 7]","[64, 85, 36, 63, 47, 48, 96, 68, 30, 83, 27, 28, 56]","[49, 69, 85, 66, 87, 42, 59, 4, 71, 38, 50, 66, 6]","[54, 22, 73, 40, 3, 27, 86, 76, 95, 65, 80, 44, 74]",63.82211538461538
"[74, 26, 77, 91, 94, 60, 58, 1, 75, 8, 61, 54, 23, 92, 4, 25, 64, 93, 81, 20]","[47, 53, 15, 27, 19, 18, 81, 39, 62, 45, 90, 29, 93, 24, 79, 75, 67, 98, 1, 31]","[31, 15, 26, 54, 60, 33, 74, 23, 86, 77, 4, 3, 70, 20, 55, 53, 98, 11, 75, 56]","[100, 44, 2, 89, 20, 93, 38, 4, 87, 99, 68, 40, 21, 15, 44, 34, 5, 92, 3, 99]",66.275
"[86, 52, 8, 10, 35, 14, 71, 46, 8, 29, 70, 61]","[75, 85, 21, 99, 81, 10, 28, 1, 46, 12, 56, 20]","[68, 95, 44, 72, 63, 26, 33, 76, 51, 4, 71, 28]","[46, 31, 74, 4, 84, 61, 72, 71, 79, 63, 79, 95]",73.9057239057239
"[6, 18, 46, 49]","[66, 5, 87, 56]","[81, 52, 73, 91]","[15, 69, 15, 84]",67.44505494505495
"[75, 2, 38, 78, 67, 34, 49, 29, 49, 4]","[24, 10, 85, 27, 64, 34, 63, 43, 97, 38]","[47, 2, 74, 44, 71, 96, 74, 58, 96, 96]","[100, 34, 30, 89, 65, 70, 19, 23, 47, 100]",76.95
"[24, 46, 100, 73, 16, 74, 6, 9, 92, 7, 62, 52, 73, 90, 9, 78, 78, 11, 12]","[38, 14, 76, 70, 67, 45, 50, 66, 77, 85, 39, 97, 47, 87, 45, 60, 8, 48, 92]","[75, 91, 14, 66, 62, 38, 24, 90, 48, 69, 67, 71, 23, 9, 50, 4, 31, 27, 64]","[25, 98, 32, 19, 46, 97, 43, 44, 86, 21, 8, 72, 80, 33, 36, 9, 31, 89, 23]",66.6842105263158
"[31, 8, 49]","[24, 54, 51]","[49, 36, 75]","[67, 4, 57]",74.44444444444446
"[90, 59, 75, 78, 97, 22, 62, 98, 88, 57]","[51, 5, 79, 16, 15, 14, 4, 50, 17, 95]","[59, 64, 34, 6, 72, 67, 84, 100, 79, 20]","[44, 5, 62, 57, 40, 46, 92, 3, 50, 74]",55.3
"[43, 90, 63, 22, 86]","[34, 96, 74, 65, 78]","[95, 76, 95, 82, 100]","[85, 35, 18, 45, 35]",64.3
"[84, 47, 42, 7, 11, 89, 90, 70, 87, 9, 21, 4, 7, 33, 88]","[74, 56, 67, 1, 50, 11, 91, 95, 81, 93, 79, 8, 12, 1, 50]","[81, 2, 27, 32, 87, 27, 9, 57, 49, 14, 93, 29, 19, 99, 93]","[90, 60, 16, 71, 85, 81, 64, 53, 43, 23, 61, 91, 69, 90, 54]",60.572390572390574
"[26, 38, 37, 5, 30, 7, 34, 29, 56, 67, 70, 83, 45, 10]","[20, 86, 6, 85, 27, 49, 10, 61, 69, 17, 4, 8, 83, 94]","[28, 5, 80, 23, 91, 86, 52, 53, 70, 29, 84, 17, 85, 47]","[18, 37, 94, 76, 52, 11, 62, 67, 22, 30, 4, 70, 45, 55]",63.867781155015194
"[39, 88, 45, 72, 95, 35, 4, 63, 34, 33, 47, 43, 22, 22, 72]","[33, 4, 12, 85, 95, 68, 65, 42, 76, 100, 39, 91, 85, 73, 87]","[38, 65, 56, 55, 99, 59, 22, 9, 59, 75, 85, 26, 37, 64, 83]","[10, 74, 93, 47, 55, 73, 24, 24, 12, 16, 40, 70, 95, 75, 68]",70.03333333333333
"[78, 36]","[55, 84]","[36, 12]","[87, 95]",58.1578947368421
"[29, 70, 41, 28, 75, 55, 97, 79, 91, 33, 82, 92, 36, 9, 89, 49, 97, 83, 90]","[76, 46, 58, 98, 7, 63, 70, 15, 4, 67, 83, 86, 52, 73, 98, 29, 97, 25, 26]","[47, 3, 88, 12, 41, 91, 32, 33, 46, 1, 29, 4, 56, 70, 94, 67, 85, 47, 65]","[14, 8, 19, 41, 47, 50, 55, 1, 10, 60, 63, 87, 40, 40, 99, 66, 68, 12, 40]",65.94896331738435
"[24, 62, 39, 33, 91, 61, 42, 36, 83, 50, 90, 51, 49, 43, 57]","[58, 15, 47, 48, 75, 26, 14, 91, 36, 83, 77, 71, 91, 1, 24]","[12, 92, 1, 43, 78, 18, 12, 99, 92, 79, 30, 78, 77, 90, 67]","[4, 82, 40, 65, 88, 23, 100, 35, 87, 39, 39, 19, 92, 2, 87]",72.0
"[35, 62, 86, 10, 68, 24, 29, 38, 59]","[18, 7, 84, 69, 51, 28, 19, 43, 2]","[34, 47, 50, 40, 45, 60, 68, 5, 94]","[92, 98, 40, 61, 72, 63, 9, 74, 20]",62.35827664399093
"[54, 47]","[54, 95]","[73, 54]","[75, 31]",74.47368421052632
"[23, 95, 76, 8, 40, 77, 98, 90, 92, 88, 17]","[79, 91, 68, 47, 91, 94, 100, 4, 50, 28, 64]","[9, 13, 45, 8, 84, 34, 17, 99, 52, 22, 35]","[35, 76, 11, 59, 79, 98, 16, 75, 41, 62, 1]",59.59090909090909
[32],[63],[63],[20],90.47619047619048
"[10, 58, 60, 98, 86]","[99, 45, 33, 22, 45]","[53, 94, 20, 84, 53]","[82, 43, 30, 1, 78]",59.5959595959596
"[76, 100, 29, 56, 37, 5, 4, 64, 71, 44, 20, 84]","[100, 76, 61, 27, 25, 94, 79, 46, 89, 10, 44, 67]","[14, 41, 7, 78, 1, 16, 50, 36, 77, 9, 84, 34]","[33, 68, 23, 49, 99, 25, 46, 12, 34, 6, 1, 99]",65.58333333333333
[21],[89],[62],[68],58.42696629213483
[84],[41],[51],[68],84.52380952380952
"[56, 35, 41, 54, 64, 35]","[60, 7, 92, 55, 39, 67]","[22, 78, 81, 55, 59, 24]","[20, 3, 44, 85, 10, 9]",66.93840579710145
"[43, 30, 34, 29, 70, 97, 40, 90, 22, 27]","[56, 38, 99, 53, 6, 7, 74, 17, 69, 39]","[79, 30, 33, 21, 88, 49, 64, 69, 51, 23]","[22, 14, 79, 20, 21, 7, 23, 80, 90, 14]",65.30303030303031
"[1, 4, 63]","[38, 19, 25]","[66, 71, 23]","[98, 33, 68]",63.775510204081634
"[100, 70, 99, 46, 93, 98, 12, 66]","[29, 67, 78, 11, 92, 25, 87, 95]","[6, 20, 67, 4, 3, 78, 72, 27]","[25, 19, 57, 11, 11, 44, 93, 63]",54.0
"[18, 55, 21, 64, 11, 2, 19, 93, 90, 6, 25, 39, 1, 93]","[79, 14, 44, 12, 71, 80, 24, 18, 79, 92, 56, 7, 56, 29]","[91, 14, 5, 86, 2, 45, 68, 38, 64, 41, 78, 95, 92, 19]","[34, 31, 94, 60, 86, 81, 82, 50, 14, 15, 59, 48, 52, 25]",57.180451127819545
"[24, 30, 9, 69, 49, 60]","[42, 1, 7, 49, 22, 53]","[54, 100, 69, 4, 29, 45]","[47, 74, 17, 32, 16, 96]",65.5
"[60, 84, 33, 59, 97, 12, 59, 47, 58, 8, 86, 2, 37, 35, 81]","[94, 96, 74, 31, 98, 91, 84, 98, 40, 18, 5, 13, 28, 55, 11]","[35, 86, 14, 83, 6, 99, 94, 77, 95, 78, 12, 29, 78, 2, 36]","[90, 87, 50, 39, 2, 42, 89, 48, 98, 66, 7, 24, 25, 22, 97]",64.84848484848484
[38],[57],[45],[20],73.6842105263158
"[34, 63, 83, 20, 5, 42, 91, 75, 17, 83, 52, 5, 97, 4, 32, 87, 63]","[56, 46, 19, 81, 94, 12, 33, 88, 56, 56, 46, 10, 75, 71, 46, 25, 22]","[39, 30, 98, 60, 37, 28, 70, 4, 38, 32, 25, 31, 34, 98, 69, 85, 52]","[69, 45, 96, 56, 5, 86, 25, 76, 77, 70, 83, 24, 93, 23, 96, 19, 100]",67.05882352941177
"[92, 85, 65, 64, 97, 41, 56, 37]","[21, 8, 62, 9, 23, 28, 1, 17]","[3, 12, 50, 93, 42, 50, 78, 56]","[32, 27, 3, 84, 51, 100, 82, 24]",61.3125
"[9, 81, 17, 77, 85, 18, 50, 93]","[75, 15, 82, 48, 12, 83, 36, 88]","[71, 4, 13, 1, 99, 2, 25, 44]","[42, 77, 68, 95, 67, 41, 61, 98]",67.36111111111111
"[33, 12, 67, 35, 82, 97, 48, 89, 7, 15, 94, 58, 13, 14]","[100, 100, 67, 56, 96, 3, 41, 27, 49, 39, 62, 14, 80, 37]","[73, 13, 99, 37, 42, 27, 5, 58, 31, 17, 31, 22, 76, 22]","[88, 97, 25, 45, 38, 6, 45, 22, 89, 36, 28, 35, 1, 58]",62.392857142857146
"[13, 19, 39, 37, 59, 29, 35, 42, 19]","[21, 64, 89, 20, 54, 27, 4, 96, 23]","[59, 55, 63, 89, 40, 81, 1, 36, 32]","[92, 57, 98, 69, 98, 93, 41, 69, 3]",63.60544217687075
"[44, 65, 88, 7, 7, 78, 50, 30, 25, 4, 9]","[91, 25, 70, 34, 83, 18, 66, 75, 37, 78, 70]","[32, 95, 53, 1, 2, 19, 55, 6, 26, 88, 82]","[63, 88, 87, 36, 78, 25, 26, 79, 62, 57, 76]",61.722488038277504
"[27, 24, 71, 26, 23, 86, 35, 20, 36]","[25, 34, 42, 92, 48, 87, 38, 87, 33]","[59, 61, 12, 11, 28, 39, 66, 49, 63]","[99, 47, 47, 94, 97, 26, 6, 69, 47]",58.13692480359147
"[40, 84, 46, 60, 62, 8, 82, 88, 97, 26, 7]","[76, 47, 51, 2, 13, 45, 13, 18, 17, 10, 94]","[93, 83, 7, 43, 30, 69, 40, 10, 97, 57, 49]","[18, 51, 79, 95, 84, 21, 5, 14, 16, 24, 17]",63.07403936269915
"[37, 64]","[54, 27]","[68, 68]","[27, 97]",74.74226804123711
"[51, 15, 43, 15, 36, 97, 68, 21, 52, 62]","[18, 4, 68, 57, 78, 100, 87, 81, 58, 97]","[89, 40, 27, 72, 46, 27, 33, 68, 6, 16]","[58, 28, 22, 44, 29, 63, 43, 68, 99, 70]",64.7
"[65, 46, 19, 74, 97, 40, 93, 75, 61, 8, 5, 87, 48, 69, 44]","[21, 75, 98, 2, 97, 39, 36, 52, 64, 20, 51, 50, 40, 39, 23]","[27, 72, 48, 7, 19, 52, 57, 31, 3, 86, 43, 5, 93, 32, 11]","[95, 93, 24, 82, 39, 92, 17, 22, 17, 30, 46, 43, 50, 41, 82]",66.08843537414967
"[83, 12, 12, 79, 91, 61, 62, 53, 11, 21, 43, 92, 38, 34, 81]","[74, 62, 22, 45, 13, 55, 66, 100, 24, 43, 12, 89, 62, 63, 96]","[67, 63, 49, 73, 37, 72, 50, 12, 95, 41, 84, 43, 15, 89, 44]","[32, 62, 63, 100, 54, 13, 45, 40, 39, 63, 97, 76, 53, 61, 17]",64.73333333333333
"[98, 45, 38, 77, 77, 89, 79, 54, 70, 57, 12, 98, 27, 51, 98]","[21, 84, 49, 50, 1, 53, 86, 14, 69, 18, 57, 64, 82, 81, 44]","[10, 53, 92, 63, 78, 68, 13, 90, 79, 4, 3, 69, 68, 83, 75]","[8, 80, 48, 98, 29, 4, 53, 37, 64, 62, 52, 12, 37, 25, 97]",66.83673469387755
"[90, 21, 67, 9, 22, 61, 33, 92, 20, 51, 23, 86]","[48, 18, 13, 86, 13, 60, 13, 38, 92, 18, 94, 28]","[74, 87, 14, 2, 16, 35, 16, 95, 67, 84, 74, 18]","[31, 7, 22, 3, 78, 95, 55, 7, 86, 37, 68, 64]",62.412280701754376
"[50, 37, 99, 85, 87, 39, 25, 88, 49, 87, 90, 64, 40, 8, 17, 76, 98, 82, 45, 53]","[68, 40, 27, 48, 52, 94, 59, 44, 92, 87, 17, 66, 71, 79, 82, 59, 46, 6, 99, 42]","[35, 46, 34, 60, 39, 84, 85, 34, 61, 79, 39, 61, 100, 83, 58, 75, 13, 91, 28, 13]","[69, 49, 94, 73, 54, 89, 25, 90, 11, 96, 37, 40, 70, 53, 40, 37, 45, 54, 47, 73]",75.725
"[88, 59, 36, 49, 9]","[74, 39, 57, 86, 5]","[37, 56, 34, 8, 12]","[23, 21, 60, 44, 43]",62.72727272727273
"[15, 88, 7, 15, 72, 1, 20, 82, 96, 28, 49, 1, 47, 50]","[93, 21, 52, 33, 89, 75, 9, 42, 59, 45, 41, 74, 17, 83]","[10, 93, 3, 18, 51, 5, 80, 83, 39, 25, 55, 19, 65, 46]","[77, 86, 28, 65, 42, 78, 81, 63, 80, 63, 6, 75, 6, 99]",56.24098124098124
"[64, 53, 35, 7, 82, 28, 38, 46, 58, 64, 11, 74, 66, 10, 8]","[49, 43, 53, 81, 94, 18, 58, 19, 77, 67, 39, 10, 23, 44, 59]","[58, 85, 44, 44, 26, 74, 16, 68, 74, 87, 58, 44, 93, 32, 94]","[27, 50, 32, 98, 69, 9, 7, 39, 79, 37, 8, 24, 95, 53, 73]",67.78911564625851
"[45, 66, 97, 59, 61, 21, 81, 19, 98, 25, 57, 1, 86, 43, 65]","[29, 99, 23, 36, 96, 42, 64, 34, 65, 42, 53, 30, 8, 24, 87]","[99, 10, 84, 39, 90, 16, 89, 88, 58, 99, 81, 26, 69, 56, 91]","[34, 31, 30, 55, 26, 86, 89, 23, 2, 89, 11, 95, 66, 24, 64]",63.0976430976431
"[91, 27, 46, 18]","[19, 78, 70, 65]","[46, 78, 99, 30]","[21, 26, 5, 23]",73.73737373737374
"[16, 45, 39, 55, 53, 96, 11, 40, 96, 25, 85, 56, 49, 33, 28, 15, 78]","[20, 85, 32, 50, 32, 52, 86, 20, 77, 27, 61, 79, 38, 83, 29, 38, 4]","[47, 54, 73, 33, 76, 45, 75, 35, 40, 58, 11, 53, 50, 40, 33, 65, 15]","[98, 48, 44, 50, 45, 1, 31, 95, 13, 66, 66, 59, 12, 34, 74, 6, 63]",71.15846338535414
"[43, 84, 53, 98, 70, 20, 28, 3, 36, 83, 74]","[14, 40, 20, 47, 1, 40, 31, 25, 31, 30, 28]","[79, 24, 93, 15, 43, 79, 17, 68, 11, 29, 74]","[49, 48, 73, 91, 1, 32, 93, 13, 27, 88, 90]",70.03710575139146
"[69, 25, 58, 27, 92, 20, 44, 11, 47, 78]","[14, 71, 84, 53, 100, 39, 66, 98, 8, 14]","[54, 36, 69, 80, 52, 63, 48, 78, 43, 13]","[81, 62, 31, 69, 82, 99, 72, 30, 25, 4]",69.35
"[30, 45, 94, 6]","[29, 51, 73, 81]","[63, 18, 81, 73]","[59, 87, 8, 66]",60.1063829787234
"[96, 6, 31, 18, 17, 98, 9, 46, 31, 48, 9, 71, 33, 67, 18]","[41, 95, 76, 26, 2, 56, 31, 15, 58, 67, 23, 90, 37, 18, 79]","[8, 83, 67, 16, 30, 80, 97, 61, 89, 66, 50, 9, 16, 84, 27]","[57, 44, 88, 75, 31, 53, 59, 12, 14, 37, 36, 37, 80, 72, 53]",65.40816326530611
"[67, 65]","[41, 37]","[91, 34]","[55, 52]",78.57142857142857
"[48, 47]","[79, 93]","[61, 71]","[22, 41]",80.64516129032258
"[82, 83, 33, 94, 84, 50, 20, 4, 4, 59, 61, 81, 54, 37, 70]","[15, 86, 88, 51, 29, 46, 40, 41, 70, 89, 62, 70, 78, 18, 5]","[19, 58, 70, 13, 23, 65, 34, 67, 72, 93, 19, 79, 89, 81, 16]","[59, 17, 74, 75, 43, 57, 66, 92, 85, 69, 7, 62, 4, 47, 17]",68.22695035460994
"[46, 75, 59, 42, 3, 50, 38, 71, 72]","[50, 88, 19, 100, 87, 30, 34, 74, 72]","[67, 55, 3, 93, 97, 55, 24, 4, 72]","[99, 72, 20, 83, 16, 56, 56, 17, 67]",76.66666666666667
"[28, 23]","[94, 76]","[54, 64]","[52, 67]",68.08510638297872
"[2, 53, 98]","[16, 89, 3]","[7, 83, 64]","[12, 34, 14]",67.85714285714286
"[45, 5, 25, 78, 17, 55, 5, 78, 11, 15, 96, 98, 42, 22, 68, 38, 99, 55, 5]","[15, 42, 57, 72, 85, 52, 67, 32, 2, 89, 60, 18, 74, 94, 64, 33, 62, 12, 91]","[60, 7, 27, 88, 11, 8, 6, 26, 68, 34, 44, 91, 83, 47, 91, 38, 77, 79, 10]","[63, 75, 33, 61, 32, 9, 13, 94, 10, 50, 7, 15, 88, 84, 42, 54, 44, 88, 32]",61.64274322169059
"[25, 86, 49, 44, 84, 95, 72, 66, 88, 92]","[47, 70, 62, 67, 68, 62, 63, 86, 57, 80]","[12, 18, 53, 72, 41, 92, 35, 2, 61, 52]","[52, 31, 18, 93, 77, 39, 57, 44, 79, 5]",65.26315789473684
"[13, 34, 46, 14, 6, 43, 14, 60, 61, 38, 76]","[46, 49, 51, 16, 13, 39, 46, 24, 63, 25, 66]","[10, 24, 77, 38, 75, 58, 58, 28, 96, 21, 85]","[76, 22, 53, 2, 38, 61, 87, 1, 61, 50, 38]",72.1590909090909
"[11, 39, 52, 46, 15, 11, 53, 73, 82, 41, 50, 25, 55, 60, 42, 20, 21, 34, 86, 93]","[73, 39, 22, 17, 61, 11, 12, 63, 67, 63, 42, 69, 35, 72, 50, 44, 45, 44, 66, 19]","[30, 79, 49, 34, 56, 20, 60, 97, 43, 63, 17, 84, 14, 100, 33, 56, 97, 53, 58, 58]","[72, 96, 25, 70, 47, 85, 52, 96, 48, 75, 72, 19, 22, 45, 56, 19, 85, 54, 92, 61]",73.675
"[91, 81, 17, 70, 74, 55, 84, 38, 5, 51, 69, 53, 69, 4, 61, 17, 20]","[34, 46, 64, 44, 48, 32, 40, 34, 7, 9, 35, 30, 17, 50, 75, 32, 54]","[64, 94, 63, 79, 25, 19, 36, 27, 4, 37, 62, 91, 63, 80, 25, 62, 93]","[87, 21, 30, 59, 78, 96, 9, 14, 4, 21, 25, 62, 14, 31, 100, 35, 69]",71.20588235294117
"[63, 87, 57, 28, 19, 43, 83, 94]","[64, 22, 28, 18, 25, 48, 42, 21]","[35, 18, 16, 70, 43, 40, 12, 54]","[53, 8, 97, 5, 25, 66, 9, 18]",66.6881443298969
"[11, 100, 98, 28, 70, 43, 87, 79, 29, 25, 16, 60, 98, 83, 22, 55, 39, 82, 66]","[95, 56, 32, 84, 7, 52, 29, 35, 91, 50, 95, 42, 66, 18, 51, 30, 90, 5, 85]","[63, 78, 3, 93, 69, 99, 69, 1, 26, 40, 65, 67, 96, 32, 65, 97, 6, 38, 50]","[28, 78, 40, 38, 90, 99, 70, 77, 8, 63, 69, 22, 95, 59, 16, 15, 40, 18, 53]",68.8157894736842
"[44, 29, 2, 54, 81]","[62, 84, 89, 66, 75]","[80, 63, 28, 33, 12]","[58, 38, 58, 19, 49]",61.57303370786517
"[58, 89, 10]","[9, 98, 96]","[64, 19, 57]","[8, 79, 93]",46.25850340136055
"[73, 32, 95, 50, 38, 5, 56, 77, 42, 29, 86, 1, 6, 2, 5, 16, 45, 62, 57]","[86, 90, 36, 98, 1, 63, 84, 90, 100, 18, 86, 55, 74, 26, 15, 45, 70, 81, 86]","[36, 21, 40, 49, 94, 84, 74, 3, 19, 1, 39, 97, 14, 89, 95, 11, 42, 95, 21]","[98, 26, 55, 43, 99, 41, 98, 88, 33, 32, 26, 13, 93, 61, 9, 69, 62, 4, 72]",60.026315789473685
"[91, 81, 26, 11, 47, 50, 25, 65, 54, 68, 7, 98, 7, 79, 51]","[41, 33, 88, 60, 28, 45, 35, 33, 15, 7, 79, 85, 33, 8, 20]","[90, 48, 6, 32, 90, 48, 78, 30, 40, 89, 83, 93, 35, 40, 34]","[58, 26, 61, 48, 30, 17, 85, 59, 13, 2, 88, 99, 18, 58, 20]",67.003367003367
"[28, 92, 33, 37, 54, 37, 44, 44, 41, 23, 59, 83, 64, 93, 79, 32, 91]","[54, 17, 61, 95, 30, 81, 9, 65, 71, 99, 57, 31, 29, 12, 43, 73, 83]","[74, 95, 38, 89, 20, 70, 68, 98, 31, 71, 91, 19, 60, 89, 41, 45, 64]","[31, 57, 60, 68, 36, 9, 7, 30, 5, 69, 60, 30, 82, 64, 62, 74, 26]",69.96434937611409
"[2, 60, 28, 67, 51, 39, 24, 72, 85, 54]","[52, 36, 40, 31, 67, 34, 72, 26, 42, 68]","[28, 55, 65, 13, 72, 1, 88, 22, 40, 54]","[67, 99, 88, 16, 31, 36, 12, 76, 48, 68]",76.51515151515152
"[96, 50, 14, 74, 57, 62, 2, 66]","[48, 4, 64, 40, 87, 25, 80, 37]","[57, 17, 100, 15, 97, 92, 37, 47]","[4, 54, 55, 17, 13, 3, 14, 57]",66.8125
"[2, 87, 53, 71, 74, 82, 10, 22, 64, 26, 77, 58, 49, 94, 60, 25, 40, 48, 79]","[55, 28, 1, 36, 56, 11, 75, 32, 76, 4, 60, 43, 3, 50, 2, 1, 5, 62, 50]","[18, 96, 32, 95, 62, 20, 38, 78, 42, 38, 24, 47, 9, 28, 36, 17, 69, 51, 61]","[22, 69, 39, 62, 61, 25, 21, 34, 71, 48, 70, 89, 84, 68, 48, 55, 32, 55, 78]",75.19188596491229
